116	278.02	2
135.02	81.505	2
291	428.53	2
356.55	192.56	2
389	461.04	2
409.01	281.5	2
481	368.5	2
356.55	192.56	200
409.01	281.5	200
481	368.5	200
116	278.02	3
135.02	81.505	3
201.51	358.01	3
291	428.53	3
389	461.04	3
521.52	89.528	3
559.02	447.51	3
201.51	358.01	300
521.52	89.528	300
559.02	447.51	300
116	278.02	23
135.02	81.505	23
291	428.53	23
389	461.04	23
